country_id,country,state_id,state,market_id,market,produce_id,produce,currency_id,currency,pt_id,market_type,um_unit_id,quantity,month,year,price
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,3,2019,68.63
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,4,2019,68.44
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,8,2019,57.983
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,9,2019,65.98
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,10,2019,76.995
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,1,2020,61.752
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,2,2020,60.076
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,4,2020,96.884
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,5,2020,96.2
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,6,2020,126.246
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,7,2020,154.563
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,8,2020,168.9404
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,9,2020,183.6915
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,10,2020,173.1935
